id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2691,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,367.0,Average,Neutral,Neutral
857,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,154.0,Clean,Somewhat safe,Somewhat satsified
3148,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified
1519,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified
1126,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Average,Very safe,Somewhat satsified
3269,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,2018-12-31,85.0000000000002,Average,Somewhat safe,Neutral
1960,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Neutral
2545,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,83.0,Somewhat clean,Very safe,Neutral
2582,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Somewhat clean,Somewhat safe,Neutral
358,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,80.0,Somewhat clean,Somewhat safe,Neutral
2912,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified
2030,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat unsatisfied
2242,Wednesday,WOW,REYKJAVIK,eur,Small     ,Gates 91-102,2018-12-31,156.0,Somewhat clean,Somewhat safe,Neutral
2556,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,108.0,Somewhat clean,Somewhat safe,Neutral
853,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,85.0000000000002,Somewhat clean,Somewhat safe,Very satisfied
3168,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
2234,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,2018-12-31,60.0,Clean,Very safe,Somewhat satsified
2765,Sunday,WOW,REYKJAVIK,eur,Small     ,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified
3092,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Average,Somewhat safe,Neutral
285,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,164.0,Average,Somewhat safe,Neutral
1480,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Somewhat safe,Somewhat satsified
3175,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,60.0,Clean,Very safe,Somewhat satsified
2770,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
3033,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
1661,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,150.0,Average,Neutral,Very satisfied
2634,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,60.0,Somewhat clean,Somewhat safe,Neutral
1987,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,145.0,Average,Neutral,Neutral
1861,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified
1278,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,320.0,Average,Somewhat safe,Somewhat satsified
1841,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,300.0,Clean,Very safe,Very satisfied
341,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,98.0,Clean,Somewhat safe,Somewhat satsified
1978,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,155.0,Clean,Somewhat safe,Very satisfied
319,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Neutral,Very satisfied
1636,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satsified
3292,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,145.0,Clean,Very safe,Very satisfied
3203,Tuesday,UNITED,ONTARIO (CALIF),West US,Small,Gates 70-90,2018-12-31,245.0,Clean,Very safe,Very satisfied
1898,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,235.0,Somewhat dirty,Neutral,Neutral
633,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,95.0,Somewhat clean,Somewhat safe,Neutral
1385,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
2069,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177.0,Clean,Somewhat safe,Somewhat satsified
299,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,130.0,Average,Neutral,Neutral
2730,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Somewhat clean,Very safe,Somewhat satsified
1676,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
3282,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,80.0,Somewhat clean,Very safe,Somewhat satsified
2112,Tuesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,2018-12-31,121.0,Somewhat clean,Very safe,Very satisfied
1986,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,145.0,Average,Somewhat safe,Somewhat satsified
2595,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Somewhat safe,Somewhat satsified
814,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied
2551,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Average,Very safe,Neutral
1965,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified
2640,Tuesday,JETBLUE,NEW YORK-JFK,EAST US,    Hub,Gates 1-12,2018-12-31,113.0,Average,Somewhat safe,Very unsatisfied
395,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
728,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Very satisfied
1215,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Somewhat safe,Somewhat satsified
2314,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Somewhat satsified
1718,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,210.0,Average,Somewhat safe,Neutral
2383,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,    Hub,Gates 91-102,2018-12-31,215.0,Clean,Very safe,Somewhat satsified
584,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,95.0,Clean,Neutral,Somewhat satsified
1770,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,    Hub,Gates 50-59,2018-12-31,85.0,Clean,Very safe,Somewhat satsified
642,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Somewhat clean,Neutral,Neutral
1865,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,505.0,Clean,Somewhat safe,Somewhat satsified
2100,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,49.0,Somewhat clean,Very safe,Somewhat satsified
2647,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Neutral,Neutral
1982,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,    Hub,Gates 1-12,2018-12-31,265.0,Average,Somewhat safe,Neutral
1973,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Very satisfied
310,Tuesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified
2386,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,215.0,Somewhat clean,Very safe,Very satisfied
295,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Neutral
2301,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
1253,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Very satisfied
1649,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Very safe,Somewhat satsified
3279,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125.0,Somewhat clean,Neutral,Somewhat satsified
863,Tuesday,ALASKA,SEATTLE,West US,Hub     ,Gates 50-59,2018-12-31,65.0000000000001,Somewhat clean,Very safe,Neutral
2771,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
1547,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,240.0,Clean,Somewhat safe,Somewhat satsified
750,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Somewhat satsified
2285,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Somewhat safe,Neutral
3214,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral
2172,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153.0,Clean,Somewhat safe,Somewhat satsified
576,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,112.0,Somewhat clean,Somewhat safe,Very satisfied
404,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,84.9999999999999,Clean,Somewhat safe,Somewhat satsified
2254,Wednesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,185.0,Clean,Very safe,Very satisfied
682,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
2028,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,95.0,Somewhat clean,Somewhat safe,Very satisfied
854,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,109.0,Somewhat clean,Very safe,Very satisfied
2048,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Average,Neutral,Very satisfied
1675,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,85.0,Somewhat clean,Very safe,Somewhat satsified
1604,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,320.0,Somewhat clean,Somewhat safe,Somewhat satsified
534,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satsified
2829,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Somewhat clean,Very safe,Somewhat satsified
1822,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Clean,Very safe,Somewhat satsified
1948,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Somewhat clean,Neutral,Neutral
2950,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,115.0,Average,Somewhat safe,Neutral
2508,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
292,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Somewhat satsified
876,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied
2120,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Somewhat safe,Somewhat satsified
2764,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
787,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,850.0,Somewhat clean,Very safe,Neutral
2883,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified
421,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied
2683,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified
2805,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,360.0,Somewhat clean,Somewhat safe,Very satisfied
2554,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93.0,Clean,Somewhat safe,Very satisfied
472,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,91.0,Somewhat clean,Very safe,Somewhat satsified
2535,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
613,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Average,Neutral,Somewhat satsified
2694,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
808,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied
574,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Very satisfied
2984,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,225.0,Clean,Very safe,Somewhat satsified
425,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,177.0,Somewhat clean,Somewhat safe,Somewhat satsified
3160,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,19.999999999999897,Clean,Very safe,Neutral
2514,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,84.0,Somewhat clean,Very safe,Neutral
802,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,430.0,Somewhat clean,Very safe,Somewhat satsified
695,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
841,Sunday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,95.0000000000001,Average,Neutral,Neutral
2346,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,255.0,Somewhat clean,Somewhat safe,Very satisfied
1667,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satsified
552,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied
2877,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
1276,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium     ,Gates 1-12,2018-12-31,225.0,Somewhat dirty,Somewhat safe,Somewhat satsified
556,Thursday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified
2184,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,195.0,Clean,Somewhat safe,Somewhat satsified
2991,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Clean,Very safe,Very satisfied
501,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
3206,Tuesday,UNITED,EUGENE,West US,    Small,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
2586,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
1988,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
834,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified
1921,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
870,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified
1931,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified
3238,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190.0,Clean,Very safe,Very satisfied
1862,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified
1601,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Very safe,Neutral
521,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified
2542,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,104.0,Average,Very safe,Neutral
2294,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satsified
818,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
2393,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,335.0,Clean,Somewhat safe,Somewhat satsified
1573,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
2633,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
496,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148.0,Clean,Very safe,Very satisfied
2043,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90.0,Clean,Neutral,Somewhat satsified
1687,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied
2528,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied
1879,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied
2418,Tuesday,UNITED,HONOLULU,West US,Medium     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified
10,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,155.0,Average,Somewhat safe,Very satisfied
371,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
688,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Neutral,Somewhat satsified
1930,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified
1010,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified
3221,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Somewhat satsified
2590,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
1690,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,695.0,Clean,Very safe,Neutral
519,Thursday,EMIRATES,DUBAI,middle east,Hub     ,Gates 1-12,2018-12-31,285.0,Somewhat clean,Very safe,Somewhat satsified
3001,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,268.0,Clean,Very safe,Very satisfied
1581,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral
1465,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,299.0,Clean,Neutral,Very satisfied
759,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,1210.0,Clean,Very safe,Very satisfied
1994,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satsified
3172,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Neutral
2767,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified
592,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Somewhat clean,Very safe,Somewhat satsified
2298,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Neutral
1933,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Somewhat satsified
1929,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,185.0,Average,Somewhat safe,Neutral
1794,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified
3256,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2611,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
2416,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,190.0,Somewhat clean,Neutral,Somewhat satsified
3122,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,14.9999999999999,Clean,Somewhat safe,Very satisfied
2693,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,79.9999999999999,Average,Very safe,Somewhat satsified
2121,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Somewhat safe,Very satisfied
3086,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,128.0,Somewhat clean,Very safe,Somewhat satsified
1368,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,    Hub,Gates 91-102,2018-12-31,125.0,Clean,Neutral,Somewhat satsified
1838,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
2329,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
2605,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130.0,Average,Somewhat safe,Somewhat satsified
1829,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
1138,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
2987,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
2602,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat unsatisfied
1784,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied
2103,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Somewhat clean,Very safe,Very satisfied
2872,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,77.0,Somewhat clean,Very safe,Somewhat satsified
2013,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Neutral
2841,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
1883,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
1013,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified
500,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118.0,Clean,Somewhat safe,Somewhat satsified
2790,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Neutral
